City,Zip,Station,Address,Base,Discount,Lat,Long,Net
Riverhead,11901,Shell,"1733 Old Country Rd, 11901",4.29,Shell,40.9239801,-72.7023482,4.24
Riverhead,11901,BP,"626 W Main St, 11901",4.3,BP,40.9184063,-72.6731535,4.25
Riverhead,11901,Empire,"640 Main Rd, 11901",4.29,-,40.9396238,-72.6416222,4.29
Riverhead,11901,Sunoco,"1879 Old Country Rd 58, 11901",4.39,Sunoco,,,4.36
Riverhead,11901,Speedway,"870 Old Country Rd, 11901",4.49,Speedway,40.9346058,-72.6699464,4.44
Riverhead,11901,Mobil,"1575 Old Country Rd, 11901",4.29,Mobil,40.9252206,-72.6951725,4.26
Westhampton Beach,11978,7-Eleven,"107 Old Riverhead Rd, 11978",4.39,7-Eleven,40.8300726,-72.6474301,4.36
Westhampton Beach,11978,Valero,"112 Montauk Hwy, 11978",4.15,-,40.8012031,-72.7825196,4.15
Quogue,11959,Speedway,"38 Montauk Hwy, 11959",4.49,Speedway,40.88464,-72.4264717,4.44
Hampton Bays,11946,7-Eleven,"192 W Montauk hwy, 11946",4.29,7-Eleven,40.8766328,-72.5321733,4.26
Southampton,11968,Shell,"1630 CR-39, 11968",4.29,Shell,40.8949342,-72.4534478,4.24
Southampton,11968,Speedway,"816 CR-39, 11968",4.39,Speedway,40.8926889,-72.4251772,4.34
Water Mill,11976,Speedway,"1138 Montauk Hwy, 11976",4.39,Speedway,40.9192162,-72.3436923,4.34
Bridgehampton,11932,Gulf,"2148 Montauk Hwy, 11932",4.49,-,40.9335977,-72.3130303,4.49
Sag Harbor,11963,Gulf,"144 Hampton St, 11963",5.19,-,40.9957393,-72.2839455,5.19
Wainscott,11975,Speedway,"Unknown Address, 11975",4.49,Speedway,40.9487031,-72.2446628,4.44
East Hampton,11937,ROYAL,"23 Three Mile Harbor Rd, 11937",5.13,-,40.97458,-72.1821194,5.13
East Hampton,11937,Exxon,"2 Montauk Hwy, 11937",4.59,Exxon,40.9635684,-72.1848179,4.56
