City,Zip,Station,Address,Base,Discount,Lat,Long,Net
Riverhead,11901,Shell,"1733 Old Country Rd, 11901",4.35,Shell,40.9239801,-72.7023482,4.3
Riverhead,11901,Mobil,"1575 Old Country Rd, 11901",4.39,Mobil,40.9252206,-72.6951725,4.36
Riverhead,11901,Speedway,"870 Old Country Rd, 11901",4.49,Speedway,40.9346058,-72.6699464,4.44
Riverhead,11901,BP,"626 W Main St, 11901",4.39,BP,40.9184063,-72.6731535,4.34
Westhampton Beach,11978,7-Eleven,"107 Old Riverhead Rd, 11978",4.59,7-Eleven,40.8300726,-72.6474301,4.56
Quogue,11959,Speedway,"38 Montauk Hwy, 11959",4.59,Speedway,40.88464,-72.4264717,4.54
Hampton Bays,11946,Mobil,"239 W Montauk Hwy, 11946",4.49,Mobil,40.8659062,-72.5490604,4.46
Hampton Bays,11946,7-Eleven,"192 W Montauk hwy, 11946",4.49,7-Eleven,40.8766328,-72.5321733,4.46
Southampton,11968,Speedway,"816 CR-39, 11968",4.49,Speedway,40.8926889,-72.4251772,4.44
Water Mill,11976,Speedway,"1138 Montauk Hwy, 11976",4.69,Speedway,40.9192162,-72.3436923,4.64
Water Mill,11976,Shell,"960 Montauk Hwy, 11976",4.99,Shell,40.915432,-72.3479645,4.94
Sag Harbor,11963,Gulf,"144 Hampton St, 11963",5.19,-,40.9957393,-72.2839455,5.19
Wainscott,11975,Speedway,"Unknown Address, 11975",4.69,Speedway,40.9487031,-72.2446628,4.64
East Hampton,11937,ROYAL,"23 Three Mile Harbor Rd, 11937",5.33,-,40.97458,-72.1821194,5.33
