City,Zip,Station,Address,Base,Discount,Lat,Long,Net
Riverhead,11901,Speedway,"870 Old Country Rd, 11901",4.17,Speedway,40.9346058,-72.6699464,4.12
Riverhead,11901,Shell,"1733 Old Country Rd, 11901",4.15,Shell,40.9239801,-72.7023482,4.1
Riverhead,11901,Mobil,"1575 Old Country Rd, 11901",4.09,Mobil,40.9252206,-72.6951725,4.06
Riverhead,11901,Valero,"1356 OLD COUNTRY RD, 11901",4.15,-,40.9283279,-72.6857992,4.15
Riverhead,11901,Sunoco,"1879 Old Country Rd 58, 11901",4.75,Sunoco,,,4.72
Riverhead,11901,Empire,"640 Old Country Rd, 11901",4.25,-,40.935281,-72.6648692,4.25
