City,Zip,Station,Address,Base,Discount,Lat,Long,Net
Columbia (Town Center),21044,Exxon,"10141 Little Patuxent Pkwy, 21044",4.29,Exxon,39.2181995,-76.8577067,4.26
Columbia (Town Center),21044,Exxon,"10611 Little Patuxent Pkwy, 21044",4.29,Exxon,39.213332,-76.8709132,4.26
Columbia (East),21045,7-Eleven,"5901 Stevens Forest Rd, 21045",3.77,7-Eleven,39.210533,-76.847772,3.74
Columbia (East),21045,7-Eleven,"8251 Snowden River Pkwy, 21045",3.78,7-Eleven,39.2090716,-76.8034905,3.75
Columbia (East),21045,Mobil,"6251 Columbia Crossing Cir, 21045",3.89,Mobil,39.1995215,-76.8147128,3.86
Columbia (East),21045,Shell,"7248 Cradlerock Way, 21045",3.89,Shell,39.1862523,-76.8457193,3.84
Columbia (East),21045,Exxon,"6004 Foreland Garth, 21045",3.89,Exxon,39.2049806,-76.8164844,3.86
Columbia (East),21045,Liberty,"6425 Dobbin Center Way, 21045",3.67,-,39.1968235,-76.8216821,3.67
Columbia (South),21046,Shell,"9101 Snowden River Pkwy, 21046",3.89,Shell,39.1827983,-76.8205935,3.84
Columbia (South),21046,Royal Farms,"7084 Minstrel Way, 21046",3.79,Royal Farms,39.1759477,-76.8444624,3.69
Ellicott City (West),21042,Mobil,"9320 Baltimore National Pike, 21042",3.75,Mobil,39.2779163,-76.8325436,3.72
Ellicott City (West),21042,Carroll Motor Fuels,"9109 BALTIMORE NATIONAL PIKE, 21042",3.71,-,39.2771741,-76.8262007,3.71
Ellicott City (West),21042,Dash-In,"9075 Baltimore National Pike, 21042",3.84,-,39.2762251,-76.8250029,3.84
Ellicott City (West),21042,Sunoco,"9395 Baltimore National Pike, 21042",3.89,Sunoco,39.2772371,-76.8350415,3.86
Ellicott City (West),21042,Shell,"4755 Dorsey Hall Dr, 21042",4.09,Shell,39.2423537,-76.8403131,4.04
Ellicott City (East),21043,Carroll Motor Fuels,"4132 Old Columbia Pike, 21043",3.71,-,39.2565046,-76.8197592,3.71
Ellicott City (East),21043,BP,"8505 Baltimore National Pike, 21043",3.79,BP,39.2842309,-76.8075056,3.74
Ellicott City (East),21043,Exxon,"4235 Montgomery Rd, 21043",3.73,Exxon,39.2554156,-76.8184372,3.7
Ellicott City (East),21043,Shell,"64 Frederick Rd, 21043",3.79,Shell,39.2654947,-76.7906258,3.74
Ellicott City (East),21043,Carroll Motor Fuels,"8720 Baltimore National Pike, 21043",3.79,-,39.2808054,-76.8147058,3.79
Ellicott City (East),21043,Exxon,"8850 Centre Park Dr, 21043",3.89,Exxon,39.2279074,-76.8127674,3.86
Ellicott City (East),21043,Dash In,"4205 Montgomery Rd, 21043",3.84,-,39.2561283,-76.8190081,3.84
Ellicott City (East),21043,Mobil,"4398 Montgomery Rd, 21043",3.89,Mobil,39.2520755,-76.8165282,3.86
Scaggsville / Laurel,20723,Weis,"9250 Washington Blvd N, 20723",3.79,-,42.739557,-83.0334814,3.79
Scaggsville / Laurel,20723,7-Eleven,"9651 Washington Blvd N, 20723",3.79,7-Eleven,42.739557,-83.0334814,3.76
Scaggsville / Laurel,20723,Exxon,"8850 Gorman Rd, 20723",4.05,Exxon,39.1315805,-76.8205188,4.02
Scaggsville / Laurel,20723,Exxon,"7500 Montpelier Rd, 20723",3.99,Exxon,39.159558,-76.893227,3.96
Scaggsville / Laurel,20723,Shell,"9280 All Saints Rd, 20723",4.05,Shell,39.1195226,-76.8519516,4.0
Clarksville,21029,Sunoco,"5015 Signal Bell Ln, 21029",3.99,Sunoco,39.2097731,-76.9388595,3.96
Clarksville,21029,Exxon,"12405 Clarksville Pike, 21029",3.95,Exxon,39.2065148,-76.9427277,3.92
Fulton,20759,High's,"11840 Lime Kiln Rd, 20759",3.79,High's,39.1513419,-76.9241758,3.74
Fulton,20759,BP,"8181 Maple Lawn Blvd, 20759",3.99,BP,39.1471556,-76.9052212,3.94
West Friendship,21163,Shell,"10781 Birmingham Way, 21163",4.09,Shell,39.3080872,-76.8892762,4.04
Cooksville,21723,High's Dairy Store,"2101 Roxbury Mills Rd, 21723",3.79,High's,39.3131592,-77.0197157,3.74
Glenelg,21737,Royal Farms,"3901 Ten Oaks Rd, 21737",3.79,Royal Farms,39.2645324,-76.9858863,3.69
Sykesville/Eldersburg,21784,Carroll Motor Fuels,"1400 Liberty Rd, 21784",3.63,-,39.402213,-76.944181,3.63
Sykesville/Eldersburg,21784,7-Eleven,"6323 Sykesville Rd, 21784",3.76,7-Eleven,39.399826,-76.9516719,3.73
Sykesville/Eldersburg,21784,Martin's,"1318 Londontown Blvd, 21784",3.79,-,39.4083322,-76.9490677,3.79
Sykesville/Eldersburg,21784,CITGO,"1500 Liberty Rd, 21784",3.75,-,39.400829,-76.939151,3.75
Sykesville/Eldersburg,21784,Shell,"6401 Ridge Rd, 21784",3.79,Shell,39.39371,-76.93236,3.74
Sykesville/Eldersburg,21784,Exxon,"1305 Liberty Rd, 21784",3.89,Exxon,39.4034022,-76.9503893,3.86
Sykesville/Eldersburg,21784,Shell,"887 Sandosky Rd, 21784",3.89,Shell,39.366138,-76.9651372,3.84
Sykesville/Eldersburg,21784,Wawa,"1310 Liberty Rd, 21784",3.79,Wawa,39.4038381,-76.9503802,3.79
Sykesville/Eldersburg,21784,Royal Farms,"1261 Liberty Rd, 21784",3.79,Royal Farms,39.4045373,-76.9517427,3.69
