City,Zip,Station,Address,Base,Net,Discount,Lat,Long
Jessup,20794,Sunoco,"2739 Annapolis Rd, 20794",2.89,2.86,Sunoco,39.1365014,-76.7506844
Jessup,20794,Royal Farms,"7136 Montevideo Rd, 20794",2.89,2.79,Royal Farms,39.1743215,-76.7771879
Jessup,20794,Shell,"8755 Washington Blvd, 20794",2.87,2.82,Shell,39.1447238,-76.8087484
Jessup,20794,Shell,"2753 Annapolis Rd, 20794",2.94,2.89,Shell,39.1377885,-76.7521393
Jessup,20794,BP,"7879 Pocomoke Dr, 20794",2.99,2.94,BP,39.1682121,-76.7831573
Jessup,20794,Exxon,"7930 Washington Blvd, 20794",3.03,3.0,Exxon,39.1711851,-76.7868219
Jessup,20794,High's Dairy Store,"2861 Jessup Rd, 20794",3.07,3.02,High's,39.142357,-76.7631093
Jessup,20794,Royal Farms,"2850 Jessup Rd, 20794",3.09,2.99,Royal Farms,39.1424361,-76.7613968
Fulton,20759,High's,"11840 Lime Kiln Rd, 20759",3.09,3.04,High's,39.1513419,-76.9241758
Fulton,20759,BP,"8181 Maple Lawn Blvd, 20759",3.29,3.24,BP,39.1471556,-76.9052212
