City,Zip,Station,Address,Base,Net,Discount,Lat,Long
Riverhead,11901,Mobil,"1575 Old Country Rd, 11901",2.49,2.46,Mobil,40.9252206,-72.6951725
Riverhead,11901,Sunoco,"1879 Old Country Rd 58, 11901",2.59,2.56,Sunoco,,
Riverhead,11901,Speedway,"870 Old Country Rd, 11901",2.67,2.62,Speedway,40.9346058,-72.6699464
Riverhead,11901,BP,"626 W Main St, 11901",2.75,2.7,BP,40.9184063,-72.6731535
Riverhead,11901,76,"7 Peconic Ave, 11901",2.79,2.79,-,40.9149773,-72.6623567
Riverhead,11901,Empire,"640 Main Rd, 11901",2.89,2.89,-,40.9379155,-72.6465653
Riverhead,11901,CITGO,"1429 Main Rd, 11901",2.95,2.95,-,40.9379155,-72.6465653
Riverhead,11901,Empire,"640 Old Country Rd, 11901",2.99,2.99,-,40.935281,-72.6648692
Westhampton Beach,11978,7-Eleven,"107 Old Riverhead Rd, 11978",2.96,2.93,7-Eleven,40.8300726,-72.6474301
Quogue,11959,Speedway,"38 Montauk Hwy, 11959",2.96,2.91,Speedway,40.88464,-72.4264717
Southampton,11968,Cumberland Farms,"13 CR-39, 11968",2.89,2.79,Cumberland,40.8966904,-72.3990073
Southampton,11968,Speedway,"816 CR-39, 11968",2.89,2.84,Speedway,40.8926889,-72.4251772
Water Mill,11976,Speedway,"1138 Montauk Hwy, 11976",3.09,3.04,Speedway,40.9192162,-72.3436923
Wainscott,11975,Speedway,"Unknown Address, 11975",3.29,3.24,Speedway,40.9489038,-72.245072
