City,Zip,Station,Address,Base,Net,Discount,Lat,Long
Riverhead,11901,Empire,"1050 Osborne Ave, 11901",2.57,2.57,-,40.8032257,-72.7577586
Riverhead,11901,Mobil,"1575 Old Country Rd, 11901",2.59,2.56,Mobil,40.9252206,-72.6951725
Riverhead,11901,Sunoco,"1879 Old Country Rd 58, 11901",2.63,2.6,Sunoco,,
Riverhead,11901,Valero,"1356 OLD COUNTRY RD, 11901",2.69,2.69,-,40.9283279,-72.6857992
Riverhead,11901,Speedway,"870 Old Country Rd, 11901",2.77,2.72,Speedway,40.9346058,-72.6699464
Riverhead,11901,BP,"626 W Main St, 11901",2.79,2.74,BP,40.9184063,-72.6731535
Riverhead,11901,Empire,"640 Main Rd, 11901",2.97,2.97,-,40.9379155,-72.6465653
Riverhead,11901,CITGO,"1429 Main Rd, 11901",2.99,2.99,-,40.9379155,-72.6465653
Hampton Bays,11946,Mobil,"239 W Montauk Hwy, 11946",2.75,2.72,Mobil,40.8659062,-72.5490604
Hampton Bays,11946,Shell,"172 W Montauk Hwy, 11946",3.69,3.64,Shell,40.8765482,-72.5339407
Southampton,11968,Cumberland Farms,"13 CR-39, 11968",2.89,2.79,Cumberland,40.8966904,-72.3990073
Southampton,11968,Speedway,"816 CR-39, 11968",2.89,2.84,Speedway,40.8926889,-72.4251772
Water Mill,11976,Speedway,"1138 Montauk Hwy, 11976",3.09,3.04,Speedway,40.9192162,-72.3436923
