City,Zip,Station,Address,Base,Discount,Lat,Long,Net
Riverhead,11901,Mobil,"1575 Old Country Rd, 11901",3.79,Mobil,40.9252206,-72.6951725,3.76
Riverhead,11901,Shell,"1733 Old Country Rd, 11901",3.85,Shell,40.9239801,-72.7023482,3.8
Riverhead,11901,Sunoco,"1879 Old Country Rd 58, 11901",3.87,Sunoco,,,3.84
Riverhead,11901,Mobil,"415 E Main St, 11901",3.89,Mobil,40.9182937,-72.6568979,3.86
Riverhead,11901,Speedway,"870 Old Country Rd, 11901",3.93,Speedway,40.9346058,-72.6699464,3.88
Riverhead,11901,Empire,"640 Old Country Rd, 11901",3.93,-,40.935281,-72.6648692,3.93
Riverhead,11901,76,"7 Peconic Ave, 11901",3.95,-,40.9149773,-72.6623567,3.95
Riverhead,11901,CITGO,"1429 Main Rd, 11901",4.39,-,40.9391677,-72.6428426,4.39
Riverhead,11901,OK Petroleum,"1212 E Main St, 11901",3.89,-,40.9308412,-72.6498192,3.89
