City,Zip,Station,Address,Base,Discount,Lat,Long,Net
Scaggsville / Laurel,20723,7-Eleven,"9651 Washington Blvd N, 20723",3.49,7-Eleven,42.739557,-83.0334814,3.46
Scaggsville / Laurel,20723,Weis,"9250 Washington Blvd N, 20723",3.49,-,42.739557,-83.0334814,3.49
Scaggsville / Laurel,20723,Exxon,"7500 Montpelier Rd, 20723",3.89,Exxon,39.159558,-76.893227,3.86
Scaggsville / Laurel,20723,Exxon,"9275 All Saints Rd, 20723",3.79,Exxon,39.1189484,-76.8513125,3.76
Scaggsville / Laurel,20723,Shell,"9280 All Saints Rd, 20723",3.69,Shell,39.1195226,-76.8519516,3.64
Columbia (Town Center),21044,BP,"5485 HARPERS FARM RD, 21044",3.95,BP,39.2220799,-76.8907487,3.9
Columbia (Town Center),21044,Exxon,"10141 Little Patuxent Pkwy, 21044",4.09,Exxon,39.2181995,-76.8577067,4.06
Columbia (East),21045,7-Eleven,"5901 Stevens Forest Rd, 21045",3.47,7-Eleven,39.210533,-76.847772,3.44
Columbia (East),21045,Exxon,"6004 Foreland Garth, 21045",3.45,Exxon,39.2049806,-76.8164844,3.42
Columbia (East),21045,7-Eleven,"8251 Snowden River Pkwy, 21045",3.48,7-Eleven,39.2090716,-76.8034905,3.45
Columbia (East),21045,Liberty,"6425 Dobbin Center Way, 21045",3.59,-,39.1968235,-76.8216821,3.59
Columbia (East),21045,Shell,"7248 Cradlerock Way, 21045",3.55,Shell,39.1862523,-76.8457193,3.5
Columbia (East),21045,Exxon,"7100 Minstrel Way, 21045",3.59,Exxon,39.177736,-76.84448,3.56
Columbia (East),21045,Mobil,"6251 Columbia Crossing Cir, 21045",3.69,Mobil,39.1995215,-76.8147128,3.66
Columbia (South),21046,Exxon,"6300 Stevens Forest, 21046",3.49,Exxon,39.1973061,-76.8530941,3.46
Columbia (South),21046,Royal Farms,"7084 Minstrel Way, 21046",3.49,Royal Farms,39.1759477,-76.8444624,3.39
Columbia (South),21046,Shell,"9101 Snowden River Pkwy, 21046",3.69,Shell,39.1827983,-76.8205935,3.64
Ellicott City (West),21042,Mobil,"9320 Baltimore National Pike, 21042",3.45,Mobil,39.2779163,-76.8325436,3.42
Ellicott City (West),21042,Carroll Motor Fuels,"9109 BALTIMORE NATIONAL PIKE, 21042",3.41,-,39.2771741,-76.8262007,3.41
Ellicott City (West),21042,Dash-In,"9075 Baltimore National Pike, 21042",3.59,-,39.2762251,-76.8250029,3.59
Ellicott City (West),21042,Sunoco,"10214 Baltimore National Pike, 21042",3.49,Sunoco,39.2803307,-76.8652201,3.46
Ellicott City (West),21042,Sunoco,"9395 Baltimore National Pike, 21042",3.69,Sunoco,39.2772371,-76.8350415,3.66
Ellicott City (West),21042,Shell,"4755 Dorsey Hall Dr, 21042",3.79,Shell,39.2423537,-76.8403131,3.74
Ellicott City (East),21043,BP,"8505 Baltimore National Pike, 21043",3.41,BP,39.2842309,-76.8075056,3.36
Ellicott City (East),21043,Carroll Motor Fuels,"4132 Old Columbia Pike, 21043",3.41,-,39.2565046,-76.8197592,3.41
Ellicott City (East),21043,Mobil,"4398 Montgomery Rd, 21043",3.49,Mobil,39.2520755,-76.8165282,3.46
Ellicott City (East),21043,Exxon,"4235 Montgomery Rd, 21043",3.54,Exxon,39.2554156,-76.8184372,3.51
Ellicott City (East),21043,Exxon,"8850 Centre Park Dr, 21043",3.59,Exxon,39.2279074,-76.8127674,3.56
Ellicott City (East),21043,Dash In,"4205 Montgomery Rd, 21043",3.59,-,39.2561283,-76.8190081,3.59
Ellicott City (East),21043,Shell,"5651 Waterloo Rd, 21043",3.89,Shell,39.2170938,-76.806013,3.84
Ellicott City (East),21043,Shell,"64 Frederick Rd, 21043",3.49,Shell,39.2654947,-76.7906258,3.44
Severn,21144,7-Eleven,"500 Donaldson Ave, 21144",3.47,7-Eleven,39.136636,-76.659232,3.44
Severn,21144,Sunoco,"8272 Quarterfield Rd, 21144",3.49,Sunoco,39.1165734,-76.681597,3.46
Severn,21144,Royal Farms,"7843 Telegraph Rd, 21144",3.49,Royal Farms,39.1373727,-76.684828,3.39
Severn,21144,Exxon,"805 Reece Rd, 21144",3.59,Exxon,39.1361231,-76.6867451,3.56
Hanover (Arundel Mills),21076,7-Eleven,"1075 Dorsey Rd, 21076",3.46,7-Eleven,39.1599143,-76.6836798,3.43
Hanover (Arundel Mills),21076,Shell,"2631 Old Annapolis Rd, 21076",3.49,Shell,39.2041164,-76.6417554,3.44
Hanover (Arundel Mills),21076,Royal Farms,"7910 Shipley Homestead Dr, 21076",3.49,Royal Farms,39.1325985,-76.7399104,3.39
Hanover (Arundel Mills),21076,Wawa,"7710 Milestone Pkwy, 21076",3.53,Wawa,39.154105,-76.744585,3.53
Hanover (Arundel Mills),21076,Shell,"1356 Dorsey Rd, 21076",3.9,Shell,39.1588425,-76.7114914,3.85
Hanover (Arundel Mills),21076,Exxon,"7671 Arundel Mills Blvd, 21076",3.69,Exxon,39.15227,-76.7312534,3.66
Hanover (Arundel Mills),21076,Exxon,"7898 Ridge Rd, 21076",3.69,Exxon,39.1344773,-76.7347419,3.66
Jessup,20794,Shell,"2753 Annapolis Rd, 20794",3.49,Shell,39.1377885,-76.7521393,3.44
Jessup,20794,High's Dairy Store,"2861 Jessup Rd, 20794",3.47,High's,39.142357,-76.7631093,3.42
Jessup,20794,Shell,"8755 Washington Blvd, 20794",3.47,Shell,39.1447238,-76.8087484,3.42
Jessup,20794,Royal Farms,"8686 Washington Blvd, 20794",3.49,Royal Farms,39.1457337,-76.8094061,3.39
Jessup,20794,Sunoco,"2739 Annapolis Rd, 20794",3.49,Sunoco,39.1365014,-76.7506844,3.46
Jessup,20794,BP,"7879 Pocomoke Dr, 20794",3.49,BP,39.1682121,-76.7831573,3.44
Jessup,20794,BP,"8810 Washington Blvd, 20794",3.47,BP,39.1445028,-76.8091941,3.42
Fulton,20759,High's,"11840 Lime Kiln Rd, 20759",3.49,High's,39.1513419,-76.9241758,3.44
Fulton,20759,BP,"8181 Maple Lawn Blvd, 20759",3.99,BP,39.1471556,-76.9052212,3.94
Burtonsville,20866,Freestate,"15411 Old Columbia Pike, 20866",3.57,-,39.1083747,-76.9358213,3.57
Clarksville,21029,Sunoco,"5015 Signal Bell Ln, 21029",3.79,Sunoco,39.2097731,-76.9388595,3.76
Clarksville,21029,Exxon,"12405 Clarksville Pike, 21029",3.75,Exxon,39.2065148,-76.9427277,3.72
Elkridge,21075,Exxon,"7311 Washington Blvd, 21075",3.49,Exxon,39.1832133,-76.7640327,3.46
Elkridge,21075,Royal Farms,"8268 Lark Brown Rd, 21075",3.49,Royal Farms,39.1890762,-76.7957888,3.39
Elkridge,21075,Shell,"7894 Washington Blvd, 21075",3.49,Shell,39.1725006,-76.7844243,3.44
Elkridge,21075,Exxon,"6310 Washington Blvd, 21075",3.69,Exxon,39.2071708,-76.7278267,3.66
Elkridge,21075,Shell,"6295 Washington Blvd, 21075",3.89,Shell,39.2073558,-76.7270995,3.84
Elkridge,21075,Marathon,"6315 Washington Blvd, 21075",3.59,-,39.2062192,-76.7275618,3.59
Odenton,21113,Royal Farms,"1558 Annapolis Rd, 21113",3.49,Royal Farms,39.100476,-76.720547,3.39
Odenton,21113,High's Dairy Store,"1624 Annapolis Rd, 21113",3.49,High's,39.1057505,-76.7217641,3.44
Odenton,21113,Shell,"1144 MD-175, 21113",3.69,Shell,39.082546,-76.690855,3.64
Odenton,21113,Exxon,"1318 Annapolis Rd, 21113",3.59,Exxon,39.0885514,-76.7006064,3.56
Odenton,21113,Sunoco,"1433 Annapolis Rd, 21113",3.69,Sunoco,39.0909128,-76.7130138,3.66
Odenton,21113,BP,"8749 PINEY ORCHARD PKWY, 21113",3.89,BP,39.0691814,-76.7144977,3.84
Annapolis Junction,20701,7-Eleven,"10930 Guilford Rd, 20701",3.49,7-Eleven,39.1292256,-76.7935882,3.46
Spencerville,20868,Mobil,"16201 New Hampshire Ave, 20868",3.69,Mobil,39.1217595,-76.989073,3.66
