City,Zip,Station,Address,Base,Discount,Lat,Long,Net
Hanover (Arundel Mills),21076,7-Eleven,"1075 Dorsey Rd, 21076",4.49,7-Eleven,39.1599143,-76.6836798,4.46
Hanover (Arundel Mills),21076,Shell,"1356 Dorsey Rd, 21076",4.64,Shell,39.1588425,-76.7114914,4.59
Jessup,20794,Royal Farms,"7136 Montevideo Rd, 20794",4.19,Royal Farms,39.1743215,-76.7771879,4.09
Jessup,20794,Shell,"2753 Annapolis Rd, 20794",4.19,Shell,39.1377885,-76.7521393,4.14
Jessup,20794,BP,"7879 Pocomoke Dr, 20794",4.19,BP,39.1682121,-76.7831573,4.14
Jessup,20794,Exxon,"7930 Washington Blvd, 20794",4.43,Exxon,39.1711851,-76.7868219,4.4
Jessup,20794,Shell,"8755 Washington Blvd, 20794",4.27,Shell,39.1447238,-76.8087484,4.22
Jessup,20794,BP,"8810 Washington Blvd, 20794",4.19,BP,39.1445028,-76.8091941,4.14
Jessup,20794,High's Dairy Store,"2861 Jessup Rd, 20794",4.17,High's,39.142357,-76.7631093,4.12
Fulton,20759,High's,"11840 Lime Kiln Rd, 20759",4.39,High's,39.1513419,-76.9241758,4.34
Fulton,20759,BP,"8181 Maple Lawn Blvd, 20759",4.49,BP,39.1471556,-76.9052212,4.44
Burtonsville,20866,Freestate,"15411 Old Columbia Pike, 20866",4.17,-,39.1083747,-76.9358213,4.17
Clarksville,21029,Exxon,"12405 Clarksville Pike, 21029",4.49,Exxon,39.2065148,-76.9427277,4.46
Clarksville,21029,Sunoco,"5015 Signal Bell Ln, 21029",4.49,Sunoco,39.2097731,-76.9388595,4.46
Elkridge,21075,XtraFuels,"7300 Washington Blvd, 21075",4.19,-,39.1840122,-76.7645677,4.19
Elkridge,21075,Royal Farms,"8268 Lark Brown Rd, 21075",4.19,Royal Farms,39.1890762,-76.7957888,4.09
Elkridge,21075,Exxon,"7311 Washington Blvd, 21075",4.29,Exxon,39.1832133,-76.7640327,4.26
Elkridge,21075,Shell,"7894 Washington Blvd, 21075",4.35,Shell,39.1725006,-76.7844243,4.3
Elkridge,21075,BP,"5816 WASHINGTON BLVD, 21075",4.49,BP,39.2160163,-76.7108429,4.44
Elkridge,21075,Marathon,"6315 Washington Blvd, 21075",4.59,-,39.2062192,-76.7275618,4.59
Elkridge,21075,Exxon,"6310 Washington Blvd, 21075",4.59,Exxon,39.2071708,-76.7278267,4.56
Elkridge,21075,Shell,"6295 Washington Blvd, 21075",4.59,Shell,39.2073558,-76.7270995,4.54
Elkridge,21075,Exxon,"6070 Marshalee Dr, 21075",4.63,Exxon,39.2084335,-76.7778553,4.6
Odenton,21113,High's Dairy Store,"1624 Annapolis Rd, 21113",4.19,High's,39.1057505,-76.7217641,4.14
Odenton,21113,Royal Farms,"1558 Annapolis Rd, 21113",4.19,Royal Farms,39.100476,-76.720547,4.09
Odenton,21113,Sunoco,"1433 Annapolis Rd, 21113",4.35,Sunoco,39.0909128,-76.7130138,4.32
Odenton,21113,Shell,"1144 MD-175, 21113",4.29,Shell,39.082546,-76.690855,4.24
Odenton,21113,Exxon,"1318 Annapolis Rd, 21113",4.39,Exxon,39.0885514,-76.7006064,4.36
Odenton,21113,BP,"8749 PINEY ORCHARD PKWY, 21113",4.49,BP,39.0691814,-76.7144977,4.44
Annapolis Junction,20701,7-Eleven,"10930 Guilford Rd, 20701",4.49,7-Eleven,39.1292256,-76.7935882,4.46
