City,Zip,Station,Address,Base,Discount,Lat,Long,Net
Springfield (East),01104,Racing Mart,"1037 St James Ave, 01104",3.53,-,42.1371817,-72.5693712,3.53
Springfield (East),01104,Liberty Gas,"668 Liberty St, 01104",3.53,-,42.1214212,-72.5846698,3.53
Springfield (East),01104,CITGO,"289 Carew St, 01104",3.51,-,42.149015,-72.5644193,3.51
Springfield (East),01104,Pride,"77 West St, 01104",3.79,Pride,42.1435596,-72.6112724,3.69
Springfield (East),01104,Stop & Shop,"1277 Liberty St, 01104",3.59,Stop & Shop,42.1373538,-72.5820966,3.49
Springfield (East),01104,CITGO,"1271 Page Blvd, 01104",3.59,-,42.1498946,-72.5374867,3.59
Springfield (East),01104,Racing Mart,"612 Carew St, 01104",3.53,-,42.1225238,-72.5887328,3.53
Springfield (East),01104,Shell,"2221 Main St, 01104",3.79,Shell,42.1101407,-72.6006844,3.74
West Springfield,01089,Speedway,"341 Memorial Ave, 01089",3.6,Speedway,42.0958494,-72.6025407,3.55
West Springfield,01089,Nouria,"518 Memorial Ave, 01089",3.6,-,42.0960296,-72.606093,3.6
West Springfield,01089,Sunny's Convenience Store,"2284 Westfield St, 01089",3.69,-,42.1044563,-72.6774836,3.69
West Springfield,01089,Mobil,"562 Westfield Rd, 01089",3.75,Mobil,42.1861117,-72.6524085,3.72
West Springfield,01089,Shell,"173 Elm St, 01089",3.75,Shell,42.1071429,-72.6236243,3.7
West Springfield,01089,CITGO,"884 Westfield St, 01089",3.73,-,42.1041073,-72.6386615,3.73
West Springfield,01089,Sunoco,"2668 Westfield St, 01089",3.79,Sunoco,42.1060032,-72.6538534,3.76
West Springfield,01089,Cumberland Farms,"143 Park Ave, 01089",3.79,Cumberland,42.1047799,-72.6193478,3.69
West Springfield,01089,Cumberland Farms,"22 Park St, 01089",3.79,Cumberland,42.1080906,-72.6171258,3.69
West Springfield,01089,Sunoco,"735 Westfield St, 01089",3.79,Sunoco,42.1033308,-72.6357365,3.76
West Springfield,01089,Pride,"757 Riverdale St, 01089",3.89,Pride,42.1246626,-72.625502,3.79
West Springfield,01089,Shell,"2044 Riverdale St, 01089",3.89,Shell,42.1577219,-72.6327404,3.84
West Springfield,01089,Pride,"1247 Riverdale St, 01089",3.89,Pride,42.1379202,-72.6252571,3.79
West Springfield,01089,Shell,"1130 Riverdale St, 01089",3.89,Shell,42.1348232,-72.6261928,3.84
Westfield,01085,Mobil,"181 Elm St, 01085",3.67,Mobil,42.1244206,-72.7476514,3.64
Westfield,01085,Sunoco,"88 S Maple St, 01085",3.67,Sunoco,41.9829506,-72.5400431,3.64
Westfield,01085,Pride,"234 E Main St, 01085",3.64,Pride,42.1150935,-72.7284631,3.54
