City,Zip,Station,Address,Base,Discount,Lat,Long,Net
Springfield (East),01104,BJ’s Wholesale Club,"1655 Boston Rd Springfield, MA, 01104",2.95,-,42.1245925,-72.5382595,2.95
Springfield (East),01104,Cumberland Farms,"798 Carew St Springfield, MA, 01104",3.09,Cumberland,42.1258915,-72.5841307,2.99
Springfield (East),01104,Liberty Gas,"668 Liberty St Springfield, MA, 01104",3.09,-,42.1214212,-72.5846698,3.09
Springfield (East),01104,Shell,"2221 Main St Springfield, MA, 01104",3.09,Shell,42.1101407,-72.6006844,3.04
Springfield (East),01104,CITGO,"289 Carew St Springfield, MA, 01104",3.03,-,42.1162253,-72.5950036,3.03
Springfield (East),01104,Stop & Shop,"1277 Liberty St Springfield, MA, 01104",3.17,Stop & Shop,42.1373538,-72.5820966,3.07
Springfield (East),01104,Speedway,"80 St James Blvd Springfield, MA, 01104",3.19,Speedway,42.1356575,-72.5683105,3.14
Springfield (East),01104,CITGO,"1271 Page Blvd Springfield, MA, 01104",3.19,-,42.1498946,-72.5374867,3.19
Springfield (East),01104,Racing Mart,"612 Carew St Springfield, MA, 01104",3.19,-,42.1225238,-72.5887328,3.19
Springfield (East),01104,Racing Mart,"1037 St James Ave Springfield, MA, 01104",3.09,-,42.1371817,-72.5693712,3.09
Springfield (East),01104,BD Mart,"20 East St Springfield, MA, 01104",3.24,-,42.1481935,-72.6069622,3.24
Springfield (East),01104,Pride,"549 Page Blvd Springfield, MA, 01104",3.29,Pride,42.1395392,-72.5601149,3.19
Springfield (East),01104,Pride,"77 West St Springfield, MA, 01104",3.39,Pride,42.1101757,-72.6104717,3.29
Springfield (East),01104,Gulf,"1100 Page Blvd Springfield, MA, 01104",3.49,-,42.1287182,-72.5659366,3.49
West Springfield,01089,Shell,"173 Elm St West Springfield, MA, 01089",2.98,Shell,42.1071429,-72.6236243,2.93
West Springfield,01089,Cumberland Farms,"143 Park Ave West Springfield, MA, 01089",3.09,Cumberland,42.1047799,-72.6193478,2.99
West Springfield,01089,Mobil,"562 Westfield Rd West Springfield, MA, 01089",3.09,Mobil,42.108423,-72.683174,3.06
West Springfield,01089,Cumberland Farms,"22 Park St West Springfield, MA, 01089",3.09,Cumberland,42.1080906,-72.6171258,2.99
West Springfield,01089,Sunny's Convenience Store,"2284 Westfield St West Springfield, MA, 01089",3.19,-,42.1044563,-72.6774836,3.19
West Springfield,01089,Speedway,"341 Memorial Ave West Springfield, MA, 01089",3.25,Speedway,42.0958494,-72.6025407,3.2
West Springfield,01089,CITGO,"884 Westfield St West Springfield, MA, 01089",3.25,-,42.1041073,-72.6386615,3.25
West Springfield,01089,Pride,"1247 Riverdale St West Springfield, MA, 01089",3.29,Pride,42.1379202,-72.6252571,3.19
West Springfield,01089,Nouria,"518 Memorial Ave West Springfield, MA, 01089",3.34,-,42.0960296,-72.606093,3.34
West Springfield,01089,Pride,"757 Riverdale St West Springfield, MA, 01089",3.39,Pride,42.1246626,-72.625502,3.29
West Springfield,01089,Shell,"2044 Riverdale St West Springfield, MA, 01089",3.39,Shell,42.1577219,-72.6327404,3.34
West Springfield,01089,Sunoco,"2668 Westfield St West Springfield, MA, 01089",3.39,Sunoco,42.1063429,-72.6527704,3.36
West Springfield,01089,Sunoco,"735 Westfield St West Springfield, MA, 01089",3.39,Sunoco,42.1033308,-72.6357365,3.36
West Springfield,01089,Shell,"1130 Riverdale St West Springfield, MA, 01089",3.39,Shell,42.1348232,-72.6261928,3.34
Westfield,01085,Mobil,"162 Southampton Rd, 01085",2.99,Mobil,42.1460884,-72.7310211,2.96
Westfield,01085,CITGO,"41 Franklin St Westfield, MA, 01085",3.07,-,42.1250645,-72.7500438,3.07
Westfield,01085,CITGO,"439 N Elm St Westfield, MA, 01085",3.09,-,42.1401791,-72.7333993,3.09
Westfield,01085,Shell,"259 N Elm St Westfield, MA, 01085",3.15,Shell,42.1359276,-72.7389062,3.1
Westfield,01085,Cumberland Farms,"69 Main St Westfield, MA, 01085",3.05,Cumberland,42.1202361,-72.7456415,2.95
Westfield,01085,Big Y Express,"330 E Main St Westfield, MA, 01085",3.29,Big Y,42.1137756,-72.7238961,3.24
Westfield,01085,Cumberland Farms,"1134 Southampton Rd Westfield, MA, 01085",3.02,Cumberland,42.1825106,-72.7271699,2.92
Westfield,01085,Pride,"234 E Main St Westfield, MA, 01085",3.39,Pride,42.1150935,-72.7284631,3.29
Westfield,01085,Irving,"1400 Russel Rd Westfield, MA, 01085",3.49,-,,,3.49
Westfield,01085,Gulf,"278 Elm St Westfield, MA, 01085",2.99,-,42.1256723,-72.7476243,2.99
Chicopee,01020,CITGO,"817 Front St Chicopee, MA, 01020",3.04,-,42.1498779,-72.5862536,3.04
Chicopee,01020,Stop & Shop,"672 Memorial Dr, 01020",3.09,Stop & Shop,42.1759775,-72.5763068,2.99
Chicopee,01020,BP,"1423 Memorial Dr Chicopee, MA, 01020",3.05,BP,42.1960997,-72.5739353,3.0
Chicopee,01020,CITGO,"1875 Memorial Dr Chicopee, MA, 01020",3.09,-,42.2082465,-72.571413,3.09
Chicopee,01020,Cumberland Farms,"37 Montcalm St Chicopee, MA, 01020",3.09,Cumberland,42.2021333,-72.5807318,2.99
Chicopee,01020,Pride,"363 Burnett Rd Chicopee, MA, 01020",3.09,Pride,42.1661787,-72.5451161,2.99
Chicopee,01020,Sunoco,"2041 Memorial Dr Chicopee, MA, 01020",3.09,Sunoco,42.2131424,-72.5723361,3.06
Chicopee,01020,Pilot,"357 Burnett Rd Chicopee, MA, 01020",3.09,-,42.1661237,-72.546029,3.09
Chicopee,01020,Shell,"197 Grove St Chicopee, MA, 01020",3.14,Shell,42.1536921,-72.5840072,3.09
Chicopee,01020,Cumberland Farms,"1061 Memorial Dr Chicopee, MA, 01020",3.13,Cumberland,42.1870792,-72.5769006,3.03
Chicopee,01020,Gulf,"646 Grattan Street Chicopee, MA, 01020",3.11,-,42.1730203,-72.5984727,3.11
Chicopee,01020,CITGO,"451 Grattan St Chicopee, MA, 01020",3.19,-,42.1684674,-72.5940776,3.19
Chicopee,01020,Pride,"27 Montgomery St Chicopee, MA, 01020",3.29,Pride,42.1612887,-72.5824657,3.19
Chicopee,01020,F.L. Roberts,"2012 Memorial Dr Chicopee, MA, 01020",3.29,-,42.210334,-72.5714232,3.29
Chicopee,01020,Big Y Express,"1177 Granby Rd Chicopee, MA, 01020",3.29,Big Y,42.1739323,-72.5872689,3.24
Chicopee,01020,Sunoco,"560 East St Chicopee, MA, 01020",3.29,Sunoco,42.1480861,-72.5642343,3.26
Chicopee,01020,Sunoco,"500 Montgomery St Chicopee, MA, 01020",3.39,Sunoco,42.1743862,-72.5869497,3.36
Holyoke,01040,Stop and Shop,"2265 Northampton, 01040",3.19,-,42.1816881,-72.6330639,3.19
Holyoke,01040,Stop & Shop,"2265 Northampton St Holyoke, MA, 01040",3.19,Stop & Shop,42.1816881,-72.6330639,3.09
Holyoke,01040,Stop & Shop,"28 Lincoln St Holyoke, MA, 01040",3.29,Stop & Shop,42.2142774,-72.6181875,3.19
Holyoke,01040,Shell,"1530 Northampton St Holyoke, MA, 01040",3.39,Shell,42.211614,-72.6296123,3.34
Holyoke,01040,City Gas,"3 Brown Ave Holyoke, MA, 01040",2.98,-,42.1945515,-72.6233582,2.98
Holyoke,01040,Racing Mart,"330 Main St Holyoke, MA, 01040",3.39,-,42.2000394,-72.6061084,3.39
Holyoke,01040,Gulf,"820 High St Holyoke, MA, 01040",3.39,-,42.19763,-72.6164858,3.39
Holyoke,01040,Shell,"225 Whiting Farms Rd Holyoke, MA, 01040",3.39,Shell,42.1748898,-72.6408246,3.34
Holyoke,01040,Pride,"1553 Dwight St Holyoke, MA, 01040",3.09,Pride,42.21103,-72.6281361,2.99
Holyoke,01040,Racing Mart,"405 Beech St Holyoke, MA, 01040",3.19,-,42.2021568,-72.6208267,3.19
South Hadley,01075,White Wing,"568 Newton St South Hadley, MA, 01075",2.85,-,42.2396215,-72.5815538,2.85
South Hadley,01075,Big Y Express,"467 Newton St South Hadley, MA, 01075",2.99,Big Y,42.235783,-72.5828163,2.94
South Hadley,01075,Cumberland Farms,"507 Newton St South Hadley, MA, 01075",2.99,Cumberland,42.2374802,-72.5816164,2.89
Easthampton,01027,Gulf,"317 Main St Easthampton, MA, 01027",3.19,-,42.2609805,-72.6848749,3.19
Easthampton,01027,7-Eleven,"97 Union St Easthampton, MA, 01027",3.29,7-Eleven,42.2669407,-72.6696351,3.26
Easthampton,01027,F.L. Roberts,"124 Northampton St Easthampton, MA, 01027",3.39,-,42.2789978,-72.6713843,3.39
Easthampton,01027,Pride,"60 Union St Easthampton, MA, 01027",3.29,Pride,42.2681716,-72.6714491,3.19
Northampton,01060,Cumberland Farms,"134 King St, 01060",3.07,Cumberland,42.3374727,-72.6373027,2.97
Northampton,01060,Big Y Express,"188 N King St Northampton, MA, 01060",3.09,Big Y,42.3287267,-72.6335676,3.04
Northampton,01060,Sunoco,"776 N King St Northampton, MA, 01060",3.19,Sunoco,42.3622644,-72.6390352,3.16
Northampton,01060,Shell,"506 Pleasant St Northampton, MA, 01060",3.25,Shell,42.3114138,-72.6238099,3.2
Northampton,01060,Stop & Shop,"228 King St Northampton, MA, 01060",3.09,Stop & Shop,42.3290172,-72.6358623,2.99
Northampton,01060,Pride,"375 King St Northampton, MA, 01060",3.39,Pride,42.3374852,-72.6366284,3.29
Northampton,01060,Mobil,"15 Locust Northampton, MA, 01060",3.04,Mobil,42.3316863,-72.6526156,3.01
Hadley,01035,Mobil,"110 Russell St Hadley, MA, 01035",2.86,Mobil,42.3424399,-72.595176,2.83
Hadley,01035,Pride,"445 Russell St Hadley, MA, 01035",2.89,Pride,42.3632797,-72.5387719,2.79
Hadley,01035,Pride,"25 Russell St Hadley, MA, 01035",2.89,Pride,42.33861,-72.60906,2.79
Hadley,01035,Big Y Express,"73 Russell St Hadley, MA, 01035",2.89,Big Y,42.3405615,-72.6018812,2.84
Hadley,01035,Cumberland Farms,"109 Russell St Hadley, MA, 01035",3.19,Cumberland,42.3414532,-72.5946062,3.09
Hadley,01035,Stop & Shop,"446 Russell St Hadley, MA, 01035",3.15,Stop & Shop,42.3646637,-72.5379721,3.05
Amherst,01002,F.L. Roberts,"399 Northampton Rd Amherst, MA, 01002",2.84,-,42.3661824,-72.5351597,2.84
Amherst,01002,Cumberland Farms,"389 College St Amherst, MA, 01002",3.15,Cumberland,42.373216,-72.5193521,3.05
