City,Zip,Station,Address,Base,Discount,Lat,Long,Net
Riverhead,11901,Mobil,"1575 Old Country Rd Riverhead, NY, 11901",3.19,Mobil,40.9252206,-72.6951725,3.16
Riverhead,11901,Speedway,"870 Old Country Rd Riverhead, NY, 11901",3.39,Speedway,40.9346058,-72.6699464,3.34
Riverhead,11901,76,"7 Peconic Ave Riverhead, NY, 11901",3.15,-,40.9149773,-72.6623567,3.15
Riverhead,11901,Shell,"9 Lake Ave Riverhead, NY, 11901",3.29,Shell,40.9142638,-72.6632928,3.24
Riverhead,11901,Shell,"1733 Old Country Rd, 11901",3.07,Shell,40.9239801,-72.7023482,3.02
Westhampton Beach,11978,7-Eleven,"107 Old Riverhead Rd Westhampton Beach, NY, 11978",3.39,7-Eleven,40.8300726,-72.6474301,3.36
Quogue,11959,Speedway,"38 Montauk Hwy Quogue, NY, 11959",3.39,Speedway,40.8226189,-72.6090401,3.34
Hampton Bays,11946,7-Eleven,"192 W Montauk hwy Hampton Bays, NY, 11946",3.29,7-Eleven,40.874857,-72.536217,3.26
Southampton,11968,Speedway,"816 CR-39 Southampton, NY, 11968",3.39,Speedway,40.8926889,-72.4251772,3.34
Water Mill,11976,Speedway,"1138 Montauk Hwy Watermill, NY, 11976",3.29,Speedway,,,3.24
Sag Harbor,11963,Gulf,"144 Hampton St Sag Harbor, NY, 11963",4.19,-,40.9957393,-72.2839455,4.19
Wainscott,11975,Speedway,"Unknown Address, 11975",3.59,Speedway,40.9487031,-72.2446628,3.54
East Hampton,11937,ROYAL,"23 Three Mile Harbor Rd East Hampton, NY, 11937",4.33,-,40.97458,-72.1821194,4.33
